ccode,name,num_code,year,age,sex,population
GHA,Ghana,288,2019,31,male,218638.176
GHA,Ghana,288,2019,32,female,219626.976
GHA,Ghana,288,2019,32,male,211488.256
GHA,Ghana,288,2019,33,female,215232.896
GHA,Ghana,288,2019,33,male,204502.016
GHA,Ghana,288,2019,34,female,210847.424
GHA,Ghana,288,2019,34,male,197668.672
GHA,Ghana,288,2019,35,female,206431.04
GHA,Ghana,288,2019,35,male,190925.6
GHA,Ghana,288,2020,15,female,198432.32
GHA,Ghana,288,2020,15,male,207646.72
GHA,Ghana,288,2020,16,female,289998.88
GHA,Ghana,288,2020,16,male,303411.2
GHA,Ghana,288,2020,17,female,349156.48
GHA,Ghana,288,2020,17,male,364852
GHA,Ghana,288,2020,18,female,354821.28
GHA,Ghana,288,2020,18,male,369718.4
GHA,Ghana,288,2020,19,female,325691.04
GHA,Ghana,288,2020,19,male,337771.68
GHA,Ghana,288,2020,20,female,309465.12
GHA,Ghana,288,2020,20,male,322898.56
GHA,Ghana,288,2020,21,female,286053.6
GHA,Ghana,288,2020,21,male,298357.6
GHA,Ghana,288,2020,22,female,267472
GHA,Ghana,288,2020,22,male,278749.6
GHA,Ghana,288,2020,23,female,261388.8
GHA,Ghana,288,2020,23,male,272055.2
GHA,Ghana,288,2020,24,female,262820.48
GHA,Ghana,288,2020,24,male,273039.04
GHA,Ghana,288,2020,25,female,259089.6
GHA,Ghana,288,2020,25,male,268511.2
GHA,Ghana,288,2020,26,female,252701.12
GHA,Ghana,288,2020,26,male,261140.96
GHA,Ghana,288,2020,27,female,246776.32
GHA,Ghana,288,2020,27,male,253747.36
GHA,Ghana,288,2020,28,female,241597.92
GHA,Ghana,288,2020,28,male,246431.36
GHA,Ghana,288,2020,29,female,236935.04
GHA,Ghana,288,2020,29,male,239169.12
GHA,Ghana,288,2020,30,female,232176.8
GHA,Ghana,288,2020,30,male,231852.96
GHA,Ghana,288,2020,31,female,227328.64
GHA,Ghana,288,2020,31,male,224524.96
GHA,Ghana,288,2020,32,female,222827.04
GHA,Ghana,288,2020,32,male,217280.96
GHA,Ghana,288,2020,33,female,218790.24
GHA,Ghana,288,2020,33,male,210164.96
GHA,Ghana,288,2020,34,female,214977.28
GHA,Ghana,288,2020,34,male,203176.16
GHA,Ghana,288,2020,35,female,211103.04
GHA,Ghana,288,2020,35,male,196266.88
GHA,Ghana,288,2021,15,female,203583.296
GHA,Ghana,288,2021,15,male,213071.456
GHA,Ghana,288,2021,16,female,297590.752
GHA,Ghana,288,2021,16,male,311426.752
GHA,Ghana,288,2021,17,female,358082.112
GHA,Ghana,288,2021,17,male,374218.432
GHA,Ghana,288,2021,18,female,363284.192
GHA,Ghana,288,2021,18,male,378429.792
GHA,Ghana,288,2021,19,female,332559.648
GHA,Ghana,288,2021,19,male,344573.568
GHA,Ghana,288,2021,20,female,315440.928
GHA,Ghana,288,2021,20,male,328939.008
GHA,Ghana,288,2021,21,female,290706.752
GHA,Ghana,288,2021,21,male,302983.008
GHA,Ghana,288,2021,22,female,271284.832
GHA,Ghana,288,2021,22,male,282487.008
GHA,Ghana,288,2021,23,female,265255.712
GHA,Ghana,288,2021,23,male,275871.008
GHA,Ghana,288,2021,24,female,267291.776
GHA,Ghana,288,2021,24,male,277539.968
GHA,Ghana,288,2021,25,female,263978.208
GHA,Ghana,288,2021,25,male,273508.192
GHA,Ghana,288,2021,26,female,257989.984
GHA,Ghana,288,2021,26,male,266608.032
GHA,Ghana,288,2021,27,female,252255.904
GHA,Ghana,288,2021,27,male,259561.632
GHA,Ghana,288,2021,28,female,246896.224
GHA,Ghana,288,2021,28,male,252343.232
GHA,Ghana,288,2021,29,female,241819.68
GHA,Ghana,288,2021,29,male,245018.912
GHA,Ghana,288,2021,30,female,236731.808
GHA,Ghana,288,2021,30,male,237696.352
GHA,Ghana,288,2021,31,female,231591.968
GHA,Ghana,288,2021,31,male,230373.024
GHA,Ghana,288,2021,32,female,226817.248
GHA,Ghana,288,2021,32,male,223127.424
GHA,Ghana,288,2021,33,female,222553.568
GHA,Ghana,288,2021,33,male,216015.904
GHA,Ghana,288,2021,34,female,218565.408
GHA,Ghana,288,2021,34,male,209027.296
GHA,Ghana,288,2021,35,female,214511.808
GHA,Ghana,288,2021,35,male,202095.52
GHA,Ghana,288,2022,15,female,208734.272
GHA,Ghana,288,2022,15,male,218496.192
GHA,Ghana,288,2022,16,female,305182.624
GHA,Ghana,288,2022,16,male,319442.304
GHA,Ghana,288,2022,17,female,367007.744
GHA,Ghana,288,2022,17,male,383584.864
GHA,Ghana,288,2022,18,female,371747.104
GHA,Ghana,288,2022,18,male,387141.184
GHA,Ghana,288,2022,19,female,339428.256
GHA,Ghana,288,2022,19,male,351375.456
GHA,Ghana,288,2022,20,female,321416.736
GHA,Ghana,288,2022,20,male,334979.456
GHA,Ghana,288,2022,21,female,295359.904
GHA,Ghana,288,2022,21,male,307608.416
GHA,Ghana,288,2022,22,female,275097.664
GHA,Ghana,288,2022,22,male,286224.416
GHA,Ghana,288,2022,23,female,269122.624
GHA,Ghana,288,2022,23,male,279686.816
GHA,Ghana,288,2022,24,female,271763.072
GHA,Ghana,288,2022,24,male,282040.896
GHA,Ghana,288,2022,25,female,268866.816
GHA,Ghana,288,2022,25,male,278505.184
GHA,Ghana,288,2022,26,female,263278.848
GHA,Ghana,288,2022,26,male,272075.104
GHA,Ghana,288,2022,27,female,257735.488
GHA,Ghana,288,2022,27,male,265375.904
GHA,Ghana,288,2022,28,female,252194.528
GHA,Ghana,288,2022,28,male,258255.104
GHA,Ghana,288,2022,29,female,246704.32
GHA,Ghana,288,2022,29,male,250868.704
GHA,Ghana,288,2022,30,female,241286.816
GHA,Ghana,288,2022,30,male,243539.744
GHA,Ghana,288,2022,31,female,235855.296
GHA,Ghana,288,2022,31,male,236221.088
GHA,Ghana,288,2022,32,female,230807.456
GHA,Ghana,288,2022,32,male,228973.888
GHA,Ghana,288,2022,33,female,226316.896
GHA,Ghana,288,2022,33,male,221866.848
GHA,Ghana,288,2022,34,female,222153.536
GHA,Ghana,288,2022,34,male,214878.432
GHA,Ghana,288,2022,35,female,217920.576
GHA,Ghana,288,2022,35,male,207924.16
GHA,Ghana,288,2023,15,female,213885.248
GHA,Ghana,288,2023,15,male,223920.928
GHA,Ghana,288,2023,16,female,312774.496
GHA,Ghana,288,2023,16,male,327457.856
GHA,Ghana,288,2023,17,female,375933.376
GHA,Ghana,288,2023,17,male,392951.296
GHA,Ghana,288,2023,18,female,380210.016
GHA,Ghana,288,2023,18,male,395852.576
GHA,Ghana,288,2023,19,female,346296.864
GHA,Ghana,288,2023,19,male,358177.344
GHA,Ghana,288,2023,20,female,327392.544
GHA,Ghana,288,2023,20,male,341019.904
GHA,Ghana,288,2023,21,female,300013.056
GHA,Ghana,288,2023,21,male,312233.824
GHA,Ghana,288,2023,22,female,278910.496
GHA,Ghana,288,2023,22,male,289961.824
GHA,Ghana,288,2023,23,female,272989.536
GHA,Ghana,288,2023,23,male,283502.624
GHA,Ghana,288,2023,24,female,276234.368
GHA,Ghana,288,2023,24,male,286541.824
GHA,Ghana,288,2023,25,female,273755.424
GHA,Ghana,288,2023,25,male,283502.176
GHA,Ghana,288,2023,26,female,268567.712
GHA,Ghana,288,2023,26,male,277542.176
GHA,Ghana,288,2023,27,female,263215.072
GHA,Ghana,288,2023,27,male,271190.176
GHA,Ghana,288,2023,28,female,257492.832
GHA,Ghana,288,2023,28,male,264166.976
GHA,Ghana,288,2023,29,female,251588.96
GHA,Ghana,288,2023,29,male,256718.496
GHA,Ghana,288,2023,30,female,245841.824
GHA,Ghana,288,2023,30,male,249383.136
GHA,Ghana,288,2023,31,female,240118.624
GHA,Ghana,288,2023,31,male,242069.152
GHA,Ghana,288,2023,32,female,234797.664
GHA,Ghana,288,2023,32,male,234820.352
GHA,Ghana,288,2023,33,female,230080.224
GHA,Ghana,288,2023,33,male,227717.792
GHA,Ghana,288,2023,34,female,225741.664
GHA,Ghana,288,2023,34,male,220729.568
GHA,Ghana,288,2023,35,female,221329.344
GHA,Ghana,288,2023,35,male,213752.8
GHA,Ghana,288,2024,15,female,219036.224
GHA,Ghana,288,2024,15,male,229345.664
GHA,Ghana,288,2024,16,female,320366.368
GHA,Ghana,288,2024,16,male,335473.408
GHA,Ghana,288,2024,17,female,384859.008
GHA,Ghana,288,2024,17,male,402317.728
GHA,Ghana,288,2024,18,female,388672.928
GHA,Ghana,288,2024,18,male,404563.968
GHA,Ghana,288,2024,19,female,353165.472
GHA,Ghana,288,2024,19,male,364979.232
GHA,Ghana,288,2024,20,female,333368.352
GHA,Ghana,288,2024,20,male,347060.352
GHA,Ghana,288,2024,21,female,304666.208
GHA,Ghana,288,2024,21,male,316859.232
GHA,Ghana,288,2024,22,female,282723.328
GHA,Ghana,288,2024,22,male,293699.232
GHA,Ghana,288,2024,23,female,276856.448
GHA,Ghana,288,2024,23,male,287318.432
GHA,Ghana,288,2024,24,female,280705.664
GHA,Ghana,288,2024,24,male,291042.752
GHA,Ghana,288,2024,25,female,278644.032
GHA,Ghana,288,2024,25,male,288499.168
GHA,Ghana,288,2024,26,female,273856.576
GHA,Ghana,288,2024,26,male,283009.248
GHA,Ghana,288,2024,27,female,268694.656
GHA,Ghana,288,2024,27,male,277004.448
GHA,Ghana,288,2024,28,female,262791.136
GHA,Ghana,288,2024,28,male,270078.848
GHA,Ghana,288,2024,29,female,256473.6
GHA,Ghana,288,2024,29,male,262568.288
GHA,Ghana,288,2024,30,female,250396.832
GHA,Ghana,288,2024,30,male,255226.528
GHA,Ghana,288,2024,31,female,244381.952
GHA,Ghana,288,2024,31,male,247917.216
GHA,Ghana,288,2024,32,female,238787.872
GHA,Ghana,288,2024,32,male,240666.816
GHA,Ghana,288,2024,33,female,233843.552
GHA,Ghana,288,2024,33,male,233568.736
GHA,Ghana,288,2024,34,female,229329.792
GHA,Ghana,288,2024,34,male,226580.704
GHA,Ghana,288,2024,35,female,224738.112
GHA,Ghana,288,2024,35,male,219581.44
GHA,Ghana,288,2025,15,female,224187.2
GHA,Ghana,288,2025,15,male,234770.4
GHA,Ghana,288,2025,16,female,327958.24
GHA,Ghana,288,2025,16,male,343488.96
GHA,Ghana,288,2025,17,female,393784.64
GHA,Ghana,288,2025,17,male,411684.16
GHA,Ghana,288,2025,18,female,397135.84
GHA,Ghana,288,2025,18,male,413275.36
GHA,Ghana,288,2025,19,female,360034.08
GHA,Ghana,288,2025,19,male,371781.12
GHA,Ghana,288,2025,20,female,339344.16
GHA,Ghana,288,2025,20,male,353100.8
GHA,Ghana,288,2025,21,female,309319.36
GHA,Ghana,288,2025,21,male,321484.64
GHA,Ghana,288,2025,22,female,286536.16
GHA,Ghana,288,2025,22,male,297436.64
GHA,Ghana,288,2025,23,female,280723.36
GHA,Ghana,288,2025,23,male,291134.24
GHA,Ghana,288,2025,24,female,285176.96
GHA,Ghana,288,2025,24,male,295543.68
GHA,Ghana,288,2025,25,female,283532.64
GHA,Ghana,288,2025,25,male,293496.16
GHA,Ghana,288,2025,26,female,279145.44
GHA,Ghana,288,2025,26,male,288476.32
GHA,Ghana,288,2025,27,female,274174.24
GHA,Ghana,288,2025,27,male,282818.72
GHA,Ghana,288,2025,28,female,268089.44
GHA,Ghana,288,2025,28,male,275990.72
GHA,Ghana,288,2025,29,female,261358.24
GHA,Ghana,288,2025,29,male,268418.08
GHA,Ghana,288,2025,30,female,254951.84
GHA,Ghana,288,2025,30,male,261069.92
GHA,Ghana,288,2025,31,female,248645.28
GHA,Ghana,288,2025,31,male,253765.28
GHA,Ghana,288,2025,32,female,242778.08
GHA,Ghana,288,2025,32,male,246513.28
GHA,Ghana,288,2025,33,female,237606.88
GHA,Ghana,288,2025,33,male,239419.68
GHA,Ghana,288,2025,34,female,232917.92
GHA,Ghana,288,2025,34,male,232431.84
GHA,Ghana,288,2025,35,female,228146.88
GHA,Ghana,288,2025,35,male,225410.08
GHA,Ghana,288,2026,15,female,229429.408
GHA,Ghana,288,2026,15,male,240078.304
GHA,Ghana,288,2026,16,female,335589.856
GHA,Ghana,288,2026,16,male,351217.312
GHA,Ghana,288,2026,17,female,402947.936
GHA,Ghana,288,2026,17,male,420942.592
GHA,Ghana,288,2026,18,female,406421.376
GHA,Ghana,288,2026,18,male,422604.032
GHA,Ghana,288,2026,19,female,368511.424
GHA,Ghana,288,2026,19,male,380217.76
GHA,Ghana,288,2026,20,female,347777.888
GHA,Ghana,288,2026,20,male,361635.84
GHA,Ghana,288,2026,21,female,317335.072
GHA,Ghana,288,2026,21,male,329635.712
GHA,Ghana,288,2026,22,female,294012.832
GHA,Ghana,288,2026,22,male,305042.272
GHA,Ghana,288,2026,23,female,287602.432
GHA,Ghana,288,2026,23,male,298072.192
GHA,Ghana,288,2026,24,female,291431.776
GHA,Ghana,288,2026,24,male,301753.984
GHA,Ghana,288,2026,25,female,289066.624
GHA,Ghana,288,2026,25,male,298900.544
GHA,Ghana,288,2026,26,female,283828.768
GHA,Ghana,288,2026,26,male,292950.56
GHA,Ghana,288,2026,27,female,278344.768
GHA,Ghana,288,2026,27,male,286759.04
GHA,Ghana,288,2026,28,female,272296.128
GHA,Ghana,288,2026,28,male,280035.2
GHA,Ghana,288,2026,29,female,265943.712
GHA,Ghana,288,2026,29,male,272974.656
GHA,Ghana,288,2026,30,female,259858.976
GHA,Ghana,288,2026,30,male,266080.16
GHA,Ghana,288,2026,31,female,253918.144
GHA,Ghana,288,2026,31,male,259270.784
GHA,Ghana,288,2026,32,female,248219.584
GHA,Ghana,288,2026,32,male,252373.824
GHA,Ghana,288,2026,33,female,242866.464
GHA,Ghana,288,2026,33,male,245359.744
GHA,Ghana,288,2026,34,female,237776.832
GHA,Ghana,288,2026,34,male,238275.488
GHA,Ghana,288,2026,35,female,232685.664
GHA,Ghana,288,2026,35,male,231214.08
GHA,Ghana,288,2027,15,female,234671.616
GHA,Ghana,288,2027,15,male,245386.208
GHA,Ghana,288,2027,16,female,343221.472
GHA,Ghana,288,2027,16,male,358945.664
GHA,Ghana,288,2027,17,female,412111.232
GHA,Ghana,288,2027,17,male,430201.024
GHA,Ghana,288,2027,18,female,415706.912
GHA,Ghana,288,2027,18,male,431932.704
GHA,Ghana,288,2027,19,female,376988.768
GHA,Ghana,288,2027,19,male,388654.4
GHA,Ghana,288,2027,20,female,356211.616
GHA,Ghana,288,2027,20,male,370170.88
GHA,Ghana,288,2027,21,female,325350.784
GHA,Ghana,288,2027,21,male,337786.784
GHA,Ghana,288,2027,22,female,301489.504
GHA,Ghana,288,2027,22,male,312647.904
GHA,Ghana,288,2027,23,female,294481.504
GHA,Ghana,288,2027,23,male,305010.144
GHA,Ghana,288,2027,24,female,297686.592
GHA,Ghana,288,2027,24,male,307964.288
GHA,Ghana,288,2027,25,female,294600.608
GHA,Ghana,288,2027,25,male,304304.928
GHA,Ghana,288,2027,26,female,288512.096
GHA,Ghana,288,2027,26,male,297424.8
GHA,Ghana,288,2027,27,female,282515.296
GHA,Ghana,288,2027,27,male,290699.36
GHA,Ghana,288,2027,28,female,276502.816
GHA,Ghana,288,2027,28,male,284079.68
GHA,Ghana,288,2027,29,female,270529.184
GHA,Ghana,288,2027,29,male,277531.232
GHA,Ghana,288,2027,30,female,264766.112
GHA,Ghana,288,2027,30,male,271090.4
GHA,Ghana,288,2027,31,female,259191.008
GHA,Ghana,288,2027,31,male,264776.288
GHA,Ghana,288,2027,32,female,253661.088
GHA,Ghana,288,2027,32,male,258234.368
GHA,Ghana,288,2027,33,female,248126.048
GHA,Ghana,288,2027,33,male,251299.808
GHA,Ghana,288,2027,34,female,242635.744
GHA,Ghana,288,2027,34,male,244119.136
GHA,Ghana,288,2027,35,female,237224.448
GHA,Ghana,288,2027,35,male,237018.08
GHA,Ghana,288,2028,15,female,239913.824
GHA,Ghana,288,2028,15,male,250694.112
GHA,Ghana,288,2028,16,female,350853.088
GHA,Ghana,288,2028,16,male,366674.016
GHA,Ghana,288,2028,17,female,421274.528
GHA,Ghana,288,2028,17,male,439459.456
GHA,Ghana,288,2028,18,female,424992.448
GHA,Ghana,288,2028,18,male,441261.376
GHA,Ghana,288,2028,19,female,385466.112
GHA,Ghana,288,2028,19,male,397091.04
GHA,Ghana,288,2028,20,female,364645.344
GHA,Ghana,288,2028,20,male,378705.92
GHA,Ghana,288,2028,21,female,333366.496
GHA,Ghana,288,2028,21,male,345937.856
GHA,Ghana,288,2028,22,female,308966.176
GHA,Ghana,288,2028,22,male,320253.536
GHA,Ghana,288,2028,23,female,301360.576
GHA,Ghana,288,2028,23,male,311948.096
GHA,Ghana,288,2028,24,female,303941.408
GHA,Ghana,288,2028,24,male,314174.592
GHA,Ghana,288,2028,25,female,300134.592
GHA,Ghana,288,2028,25,male,309709.312
GHA,Ghana,288,2028,26,female,293195.424
GHA,Ghana,288,2028,26,male,301899.04
GHA,Ghana,288,2028,27,female,286685.824
GHA,Ghana,288,2028,27,male,294639.68
GHA,Ghana,288,2028,28,female,280709.504
GHA,Ghana,288,2028,28,male,288124.16
GHA,Ghana,288,2028,29,female,275114.656
GHA,Ghana,288,2028,29,male,282087.808
GHA,Ghana,288,2028,30,female,269673.248
GHA,Ghana,288,2028,30,male,276100.64
GHA,Ghana,288,2028,31,female,264463.872
GHA,Ghana,288,2028,31,male,270281.792
GHA,Ghana,288,2028,32,female,259102.592
GHA,Ghana,288,2028,32,male,264094.912
GHA,Ghana,288,2028,33,female,253385.632
GHA,Ghana,288,2028,33,male,257239.872
GHA,Ghana,288,2028,34,female,247494.656
GHA,Ghana,288,2028,34,male,249962.784
GHA,Ghana,288,2028,35,female,241763.232
GHA,Ghana,288,2028,35,male,242822.08
GHA,Ghana,288,2029,15,female,245156.032
GHA,Ghana,288,2029,15,male,256002.016
GHA,Ghana,288,2029,16,female,358484.704
GHA,Ghana,288,2029,16,male,374402.368
GHA,Ghana,288,2029,17,female,430437.824
GHA,Ghana,288,2029,17,male,448717.888
GHA,Ghana,288,2029,18,female,434277.984
GHA,Ghana,288,2029,18,male,450590.048
GHA,Ghana,288,2029,19,female,393943.456
GHA,Ghana,288,2029,19,male,405527.68
GHA,Ghana,288,2029,20,female,373079.072
GHA,Ghana,288,2029,20,male,387240.96
GHA,Ghana,288,2029,21,female,341382.208
GHA,Ghana,288,2029,21,male,354088.928
GHA,Ghana,288,2029,22,female,316442.848
GHA,Ghana,288,2029,22,male,327859.168
GHA,Ghana,288,2029,23,female,308239.648
GHA,Ghana,288,2029,23,male,318886.048
GHA,Ghana,288,2029,24,female,310196.224
